seed,feature_mode,backbone,classifier,aggregation,threshold_policy,selected_threshold,speaker_recall,speaker_specificity,speaker_precision,speaker_f1,speaker_auc,clip_recall,clip_specificity,clip_precision,clip_f1,clip_auc,pass_target_zone,n_folds,n_speakers,selected_threshold_std,calibration_statuses
43,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,default_0.5,0.5,0.5119047619047619,0.8878504672897196,0.7818181818181819,0.6187050359712231,0.6741210502892746,0.5212765957446809,0.7913385826771654,0.4803921568627451,0.5,0.7122633606969342,no,5,191,0.0,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,constrained_spec_ge_0.50,0.958,0.15476190476190477,0.9813084112149533,0.8666666666666667,0.26262626262626265,0.5532376502002669,0.1702127659574468,0.968503937007874,0.6666666666666666,0.2711864406779661,0.6964315630758922,no,5,191,0.004472135954999583,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,default_0.5,0.5,0.4523809523809524,0.8411214953271028,0.6909090909090909,0.5467625899280576,0.6172674677347575,0.44680851063829785,0.8267716535433071,0.4883720930232558,0.4666666666666667,0.6964315630758922,no,5,191,0.0,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,mean_score,constrained_spec_ge_0.50,0.958,0.13095238095238096,1.0,1.0,0.23157894736842105,0.6661103693813974,0.1702127659574468,0.968503937007874,0.6666666666666666,0.2711864406779661,0.6964315630758922,no,5,191,0.004472135954999583,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,mean_score,default_0.5,0.5,0.4166666666666667,0.9158878504672897,0.7954545454545454,0.546875,0.6661103693813974,0.44680851063829785,0.8267716535433071,0.4883720930232558,0.4666666666666667,0.6964315630758922,no,5,191,0.0,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,constrained_spec_ge_0.50,0.984,0.2619047619047619,0.9532710280373832,0.8148148148148148,0.3963963963963964,0.581330663106364,0.2765957446808511,0.9330708661417323,0.6046511627906976,0.3795620437956204,0.7056877198860781,no,5,191,0.005477225575051666,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,default_0.5,0.5,0.5,0.8130841121495327,0.6774193548387096,0.5753424657534246,0.6317311971517579,0.5,0.7992125984251969,0.47959183673469385,0.4895833333333333,0.7056877198860781,no,5,191,0.0,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,constrained_spec_ge_0.50,0.984,0.2261904761904762,1.0,1.0,0.36893203883495146,0.658989764129951,0.2765957446808511,0.9330708661417323,0.6046511627906976,0.3795620437956204,0.7056877198860781,no,5,191,0.005477225575051666,training_only_in_sample_platt
43,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,default_0.5,0.5,0.47619047619047616,0.8878504672897196,0.7692307692307693,0.5882352941176471,0.658989764129951,0.5,0.7992125984251969,0.47959183673469385,0.4895833333333333,0.7056877198860781,no,5,191,0.0,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,constrained_spec_ge_0.50,0.96,0.15476190476190477,0.9719626168224299,0.8125,0.26,0.5364931019136626,0.14893617021276595,0.9606299212598425,0.5833333333333334,0.23728813559322035,0.6847461886413134,no,5,191,0.0,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,default_0.5,0.5,0.4166666666666667,0.822429906542056,0.6481481481481481,0.5072463768115942,0.5799399198931909,0.40425531914893614,0.8110236220472441,0.4418604651162791,0.4222222222222222,0.6847461886413134,no,5,191,0.0,training_only_in_sample_platt
